"vp"	"session"	"block"	"trial"	"leftright"	"adaptation_condition"	"adyesno"	"oriAdapt"	"tarori"	"saccade_latency"	"express"	"saccade_amplitude"	"sacerror_abs"	"error"
1	1	1	1	2	0	0	0	0.25	242	0	9.726	0.443	0
1	1	1	2	1	0	0	0	-0.25	188	0	9.995	0.104	0
1	1	1	3	1	0	0	0	0.25	212	0	10.288	0.018	0
1	1	1	4	2	0	0	0	-0.25	190	0	9.757	0.407	0
1	1	1	5	1	0	0	0	0.25	200	0	10.11	0.124	0
1	1	1	6	2	0	0	0	-0.25	171	0	10.088	0.23	0
1	1	1	7	1	0	0	0	-0.25	204	0	10.168	0.159	0
1	1	1	8	2	0	0	0	0.25	153	0	9.389	0.603	0
1	1	1	9	1	0	0	0	0.25	167	0	10.228	0.219	0
1	1	1	10	1	0	0	0	-0.25	197	0	9.86	0.342	0
1	1	1	11	2	0	0	0	-0.25	185	0	9.216	0.908	0
1	1	1	12	2	0	0	0	-0.25	166	0	9.922	0.345	0
1	1	1	13	1	0	0	0	0.25	188	0	9.623	0.361	0
1	1	1	14	2	0	0	0	0.25	180	0	9.616	0.473	0
1	1	1	15	2	0	0	0	0.25	213	0	8.885	1.338	0
1	1	1	16	2	0	0	0	-0.25	199	0	9.417	0.445	0
1	1	1	20	1	0	0	0	0.25	150	0	10.072	0.047	0
1	1	1	21	1	0	0	0	-0.25	178	0	11.405	1.359	0
1	1	1	22	1	0	0	0	0.25	177	0	10.876	0.755	0
1	1	1	23	1	0	0	0	0.25	210	0	9.71	0.369	0
1	1	1	24	2	0	0	0	-0.25	192	0	9.566	0.532	0
1	1	1	25	1	0	0	0	-0.25	145	0	10.547	0.23	0
1	1	1	26	1	0	0	0	-0.25	198	0	10.183	0.23	0
1	1	1	27	2	0	0	0	0.25	191	0	9.742	0.511	0
1	1	1	29	2	0	0	0	0.25	200	0	8.545	1.643	0
1	1	1	30	2	0	0	0	-0.25	230	0	9.373	0.633	0
1	1	1	31	1	0	0	0	0.25	174	0	11.147	1.234	0
1	1	1	32	1	0	0	0	-0.25	162	0	10.968	1.098	0
1	1	1	33	2	0	0	0	0.25	209	0	8.995	1.077	0
1	1	1	34	2	0	0	0	0.25	189	0	9.329	0.856	0
1	1	1	35	2	0	0	0	-0.25	214	0	9.191	1.044	0
1	1	1	36	1	0	0	0	-0.25	174	0	10.483	0.404	0
1	1	2	1	2	0	0	0	-0.25	161	0	10.443	0.124	0
1	1	2	2	2	0	0	0	0.25	175	0	9.348	0.824	0
1	1	2	3	2	0	0	0	-0.25	191	0	9.066	0.9	0
1	1	2	4	2	0	0	0	-0.25	195	0	9.603	0.62	0
1	1	2	5	1	0	0	0	-0.25	159	0	9.658	0.059	0
1	1	2	6	1	0	0	0	0.25	180	0	10.268	0.219	0
1	1	2	7	1	0	0	0	-0.25	148	0	10.059	0.099	0
1	1	2	8	2	0	0	0	0.25	138	0	9.599	0.59	0
1	1	2	9	1	0	0	0	0.25	98	1	9.128	1.031	0
1	1	2	10	2	0	0	0	0.25	196	0	9.399	0.927	0
1	1	2	11	2	0	0	0	0.25	176	0	9.781	0.581	0
1	1	2	12	1	0	0	0	-0.25	140	0	9.359	0.266	0
1	1	2	13	2	0	0	0	0.25	174	0	10.243	0.02	0
1	1	2	14	1	0	0	0	0.25	130	1	9.62	0.301	0
1	1	2	15	1	0	0	0	0.25	182	0	9.977	0.167	0
1	1	2	16	2	0	0	0	-0.25	185	0	9.37	0.927	0
1	1	2	17	2	0	0	0	-0.25	192	0	9.682	0.541	0
1	1	2	18	2	0	0	0	0.25	181	0	10.5	0.488	0
1	1	2	19	1	0	0	0	-0.25	146	0	10.012	0.183	0
1	1	2	20	1	0	0	0	-0.25	184	0	10.159	0.192	0
1	1	2	21	2	0	0	0	-0.25	227	0	9.242	0.81	0
1	1	2	22	1	0	0	0	-0.25	153	0	10.315	0.371	0
1	1	2	23	2	0	0	0	0.25	169	0	9.106	1.142	0
1	1	2	24	1	0	0	0	0.25	146	0	10.031	0.031	0
1	1	2	25	1	0	0	0	0.25	169	0	9.83	0.104	0
1	1	2	26	2	0	0	0	0.25	192	0	9.843	0.437	0
1	1	2	27	2	0	0	0	-0.25	197	0	9.898	0.587	0
1	1	2	28	1	0	0	0	-0.25	168	0	10.725	0.842	0
1	1	2	29	1	0	0	0	-0.25	204	0	10.094	0.238	0
1	1	2	30	2	0	0	0	-0.25	212	0	9.791	0.505	0
1	1	2	31	1	0	0	0	0.25	161	0	10.782	0.725	0
1	1	2	32	1	0	0	0	0.25	226	0	9.149	0.601	0
1	1	3	1	1	0	0	0	0.25	176	0	10.08	0.3	0
1	1	3	2	1	0	0	0	-0.25	210	0	9.718	0.304	0
1	1	3	3	2	0	0	0	0.25	169	0	9.775	0.405	0
1	1	3	4	2	0	0	0	0.25	166	0	10.705	0.246	0
1	1	3	5	1	0	0	0	-0.25	136	0	10.409	0.597	0
1	1	3	6	2	0	0	0	0.25	157	0	9.443	0.78	0
1	1	3	7	2	0	0	0	0.25	183	0	9.138	1.148	0
1	1	3	8	1	0	0	0	-0.25	167	0	9.843	0.121	0
1	1	3	9	2	0	0	0	-0.25	156	0	8.863	1.581	0
1	1	3	10	2	0	0	0	-0.25	201	0	9.395	0.96	0
1	1	3	11	1	0	0	0	0.25	170	0	10.481	0.692	0
1	1	3	12	1	0	0	0	0.25	188	0	10.211	0.428	0
1	1	3	13	1	0	0	0	0.25	160	0	9.884	0.456	0
1	1	3	14	2	0	0	0	-0.25	206	0	10.222	0.126	0
1	1	3	15	2	0	0	0	-0.25	169	0	9.367	0.576	0
1	1	3	16	1	0	0	0	-0.25	174	0	10.407	0.537	0
1	1	3	17	2	0	0	0	-0.25	154	0	9.899	0.557	0
1	1	3	18	2	0	0	0	-0.25	181	0	9.743	0.53	0
1	1	3	19	2	0	0	0	0.25	135	0	9.982	0.233	0
1	1	3	20	1	0	0	0	-0.25	163	0	10.271	0.456	0
1	1	3	21	1	0	0	0	-0.25	164	0	10.714	0.597	0
1	1	3	22	1	0	0	0	-0.25	155	0	10.311	0.614	0
1	1	3	23	2	0	0	0	-0.25	188	0	9.43	0.677	0
1	1	3	25	2	0	0	0	0.25	165	0	9.362	0.527	0
1	1	3	26	1	0	0	0	0.25	142	0	10.285	0.363	0
1	1	3	27	1	0	0	0	0.25	156	0	11.066	1.272	0
1	1	3	28	2	0	0	0	0.25	159	0	9.415	0.647	0
1	1	3	29	2	0	0	0	-0.25	173	0	10.071	0.249	0
1	1	3	30	1	0	0	0	0.25	143	0	10.758	0.869	0
1	1	3	31	1	0	0	0	0.25	153	0	10.311	0.507	0
1	1	3	32	2	0	0	0	0.25	194	0	8.58	1.561	0
1	1	4	8	2	1	1	0.25	0.25	203	0	9.672	0.639	0
1	1	4	9	1	-1	1	0.25	-0.25	87	1	9.99	0.366	0
1	1	4	10	2	-1	1	0.25	-0.25	179	0	10.245	0.176	0
1	1	4	11	2	-1	1	0.25	-0.25	181	0	10.236	0.311	0
1	1	4	13	2	-1	1	0.25	-0.25	186	0	9.702	0.413	0
1	1	4	14	1	1	1	0.25	0.25	131	0	9.644	0.083	0
1	1	4	15	1	-1	1	0.25	-0.25	161	0	10.317	0.472	0
1	1	4	16	1	1	1	0.25	0.25	129	1	9.941	0.14	0
1	1	4	17	1	-1	1	0.25	-0.25	63	1	9.326	0.516	0
1	1	4	18	1	-1	1	0.25	-0.25	133	0	9.876	0.23	0
1	1	4	19	2	1	1	0.25	0.25	84	1	9.873	20.094	1
1	1	4	20	1	-1	1	0.25	-0.25	116	1	10.218	0.137	0
1	1	4	21	2	1	1	0.25	0.25	225	0	9.692	0.437	0
1	1	4	22	2	1	1	0.25	0.25	110	1	9.453	0.622	0
1	1	4	23	2	-1	1	0.25	-0.25	167	0	9.237	1.042	0
1	1	4	24	2	1	1	0.25	0.25	252	0	9	1.33	0
1	1	4	25	2	1	1	0.25	0.25	289	0	8.786	1.63	0
1	1	4	26	2	-1	1	0.25	-0.25	245	0	9.809	0.628	0
1	1	4	27	2	1	1	0.25	0.25	191	0	9.977	0.481	0
1	1	4	28	1	1	1	0.25	0.25	181	0	10.175	0.486	0
1	1	4	29	2	-1	1	0.25	-0.25	194	0	9.39	1.061	0
1	1	4	30	1	1	1	0.25	0.25	167	0	9.923	0.29	0
1	1	4	31	1	-1	1	0.25	-0.25	160	0	10.424	0.543	0
1	1	4	32	1	-1	1	0.25	-0.25	183	0	10.056	0.532	0
1	1	4	33	2	1	1	0.25	0.25	213	0	9.997	0.511	0
1	1	4	34	1	1	1	0.25	0.25	127	1	9.53	0.118	0
1	1	4	35	1	1	1	0.25	0.25	167	0	10.22	0.532	0
1	1	4	36	2	-1	1	0.25	-0.25	161	0	10.09	0.342	0
1	1	4	37	1	1	1	0.25	0.25	139	0	10.181	0.524	0
1	1	4	38	2	-1	1	0.25	-0.25	223	0	10.462	0.055	0
1	1	5	2	1	1	1	-0.25	-0.25	203	0	10.582	0.981	0
1	1	5	3	1	-1	1	-0.25	0.25	191	0	9.938	0.426	0
1	1	5	4	2	-1	1	-0.25	0.25	171	0	10.422	0.007	0
1	1	5	5	2	-1	1	-0.25	0.25	222	0	9.607	0.739	0
1	1	5	6	2	-1	1	-0.25	0.25	180	0	9.629	0.66	0
1	1	5	7	2	1	1	-0.25	-0.25	177	0	9.828	0.696	0
1	1	5	8	1	1	1	-0.25	-0.25	95	1	9.198	0.503	0
1	1	5	9	1	-1	1	-0.25	0.25	240	0	9.291	0.271	0
1	1	5	10	2	1	1	-0.25	-0.25	142	0	9.676	0.557	0
1	1	5	11	2	1	1	-0.25	-0.25	178	0	10.394	0.099	0
1	1	5	12	2	1	1	-0.25	-0.25	133	0	9.478	1.012	0
1	1	5	13	1	1	1	-0.25	-0.25	146	0	9.835	0.382	0
1	1	5	14	2	-1	1	-0.25	0.25	186	0	9.953	0.576	0
1	1	5	15	1	-1	1	-0.25	0.25	151	0	9.955	0.556	0
1	1	5	16	2	1	1	-0.25	-0.25	169	0	9.77	0.699	0
1	1	5	17	1	-1	1	-0.25	0.25	100	1	10.099	0.63	0
1	1	5	18	2	1	1	-0.25	-0.25	176	0	9.623	1.199	0
1	1	5	19	2	1	1	-0.25	-0.25	177	0	9.974	0.628	0
1	1	5	20	2	-1	1	-0.25	0.25	187	0	10.362	0.062	0
1	1	5	21	2	-1	1	-0.25	0.25	183	0	9.435	1.05	0
1	1	5	22	1	1	1	-0.25	-0.25	146	0	9.684	0.303	0
1	1	5	23	1	1	1	-0.25	-0.25	197	0	9.938	0.502	0
1	1	5	24	1	1	1	-0.25	-0.25	136	0	9.868	0.594	0
1	1	5	25	1	-1	1	-0.25	0.25	140	0	10.314	0.981	0
1	1	5	26	2	-1	1	-0.25	0.25	231	0	10.05	0.862	0
1	1	5	27	2	-1	1	-0.25	0.25	166	0	10.211	0.503	0
1	1	5	28	1	-1	1	-0.25	0.25	134	0	10.347	0.826	0
1	1	5	29	2	1	1	-0.25	-0.25	229	0	9.755	0.652	0
1	1	5	30	1	1	1	-0.25	-0.25	163	0	9.875	0.507	0
1	1	5	31	1	1	1	-0.25	-0.25	212	0	9.707	0.254	0
1	1	5	32	1	-1	1	-0.25	0.25	205	0	9.973	0.303	0
1	1	6	1	2	1	1	0.25	0.25	337	0	10.336	0.145	0
1	1	6	2	1	-1	1	0.25	-0.25	224	0	10.704	1.079	0
1	1	6	3	1	-1	1	0.25	-0.25	198	0	10.135	0.3	0
1	1	6	4	1	-1	1	0.25	-0.25	165	0	10.01	0.513	0
1	1	6	5	2	-1	1	0.25	-0.25	204	0	9.665	0.658	0
1	1	6	6	2	-1	1	0.25	-0.25	122	1	4.783	15.164	1
1	1	6	7	1	-1	1	0.25	-0.25	162	0	10.643	0.916	0
1	1	6	8	2	-1	1	0.25	-0.25	159	0	10.061	0.666	0
1	1	6	9	2	-1	1	0.25	-0.25	186	0	10.112	0.337	0
1	1	6	10	2	1	1	0.25	0.25	173	0	10.063	0.799	0
1	1	6	11	2	1	1	0.25	0.25	145	0	10.123	0.214	0
1	1	6	12	1	-1	1	0.25	-0.25	168	0	9.376	0.045	0
1	1	6	13	1	-1	1	0.25	-0.25	165	0	9.925	0.717	0
1	1	6	14	2	-1	1	0.25	-0.25	191	0	10.47	0.092	0
1	1	6	15	2	-1	1	0.25	-0.25	188	0	10.022	0.584	0
1	1	6	16	1	1	1	0.25	0.25	190	0	9.637	0.072	0
1	1	6	17	1	1	1	0.25	0.25	210	0	9.751	0.178	0
1	1	6	18	2	-1	1	0.25	-0.25	177	0	10.066	0.718	0
1	1	6	19	2	1	1	0.25	0.25	145	0	9.133	0.973	0
1	1	6	20	1	1	1	0.25	0.25	204	0	9.752	0.268	0
1	1	6	21	1	1	1	0.25	0.25	173	0	9.802	0.047	0
1	1	6	22	1	1	1	0.25	0.25	179	0	10.086	0.284	0
1	1	6	23	2	-1	1	0.25	-0.25	259	0	9.088	0.971	0
1	1	6	24	1	-1	1	0.25	-0.25	206	0	9.783	0.477	0
1	1	6	25	1	1	1	0.25	0.25	170	0	10.01	0.369	0
1	1	6	26	2	1	1	0.25	0.25	183	0	9.384	0.946	0
1	1	6	27	2	1	1	0.25	0.25	182	0	9.964	0.219	0
1	1	6	28	2	1	1	0.25	0.25	144	0	8.646	1.21	0
1	1	6	29	1	1	1	0.25	0.25	152	0	9.721	0.364	0
1	1	6	30	2	1	1	0.25	0.25	162	0	9.693	0.603	0
1	1	6	31	1	1	1	0.25	0.25	156	0	10.598	0.818	0
1	1	6	32	1	-1	1	0.25	-0.25	197	0	9.532	0.211	0
1	1	7	2	1	-1	1	0.25	-0.25	169	0	9.621	0.113	0
1	1	7	3	1	-1	1	0.25	-0.25	131	0	9.997	0.488	0
1	1	7	4	2	1	1	0.25	0.25	177	0	10.161	0.513	0
1	1	7	5	1	1	1	0.25	0.25	110	1	9.718	0.532	0
1	1	7	6	2	1	1	0.25	0.25	151	0	10.213	0.576	0
1	1	7	7	1	1	1	0.25	0.25	131	0	10.554	1.044	0
1	1	7	8	1	-1	1	0.25	-0.25	223	0	9.334	0.048	0
1	1	7	9	1	-1	1	0.25	-0.25	172	0	10.347	0.616	0
1	1	7	10	1	1	1	0.25	0.25	148	0	9.606	0.243	0
1	1	7	11	2	1	1	0.25	0.25	183	0	10.342	0.326	0
1	1	7	12	2	-1	1	0.25	-0.25	198	0	10.414	0.304	0
1	1	7	13	1	-1	1	0.25	-0.25	107	1	9.212	0.375	0
1	1	7	14	1	-1	1	0.25	-0.25	159	0	9.887	0.401	0
1	1	7	15	1	-1	1	0.25	-0.25	205	0	7.535	1.338	0
1	1	7	16	2	1	1	0.25	0.25	143	0	9.922	0.976	0
1	1	7	17	1	-1	1	0.25	-0.25	191	0	8.755	0.701	0
1	1	7	18	2	-1	1	0.25	-0.25	115	1	8.698	1.921	0
1	1	7	19	2	-1	1	0.25	-0.25	194	0	10.916	0.189	0
1	1	7	20	2	-1	1	0.25	-0.25	215	0	9.146	1.474	0
1	1	7	21	2	-1	1	0.25	-0.25	217	0	9.568	0.895	0
1	1	7	22	2	-1	1	0.25	-0.25	176	0	9.797	0.693	0
1	1	7	23	1	1	1	0.25	0.25	126	1	8.626	0.865	0
1	1	7	24	1	1	1	0.25	0.25	149	0	9.326	0.146	0
1	1	7	25	2	1	1	0.25	0.25	198	0	10.441	0.132	0
1	1	7	26	2	-1	1	0.25	-0.25	193	0	9.631	0.922	0
1	1	7	27	2	1	1	0.25	0.25	198	0	9.305	1.363	0
1	1	7	28	1	1	1	0.25	0.25	133	0	10.358	0.676	0
1	1	7	29	2	-1	1	0.25	-0.25	136	0	9.37	1.047	0
1	1	7	30	2	1	1	0.25	0.25	158	0	8.575	2.046	0
1	1	7	31	2	1	1	0.25	0.25	158	0	9.592	1.025	0
1	1	7	32	1	1	1	0.25	0.25	148	0	9.808	0.447	0
1	1	8	1	1	1	1	-0.25	-0.25	182	0	10.521	0.194	0
1	1	8	2	2	-1	1	-0.25	0.25	166	0	9.673	0.116	0
1	1	8	3	2	-1	1	-0.25	0.25	218	0	9.547	0.334	0
1	1	8	4	1	-1	1	-0.25	0.25	64	1	10.36	0.309	0
1	1	8	5	1	-1	1	-0.25	0.25	105	1	10.168	0.132	0
1	1	8	6	2	-1	1	-0.25	0.25	206	0	9.529	0.38	0
1	1	8	7	1	-1	1	-0.25	0.25	134	0	10.322	0.006	0
1	1	8	8	2	1	1	-0.25	-0.25	156	0	9.568	0.296	0
1	1	8	9	2	-1	1	-0.25	0.25	268	0	8.807	1.058	0
1	1	8	10	1	1	1	-0.25	-0.25	255	0	10.566	0.33	0
1	1	8	11	2	1	1	-0.25	-0.25	148	0	9.797	0.023	0
1	1	8	12	1	1	1	-0.25	-0.25	150	0	10.774	0.75	0
1	1	8	13	1	-1	1	-0.25	0.25	175	0	10.592	0.458	0
1	1	8	14	2	1	1	-0.25	-0.25	240	0	10.024	0.2	0
1	1	8	15	1	1	1	-0.25	-0.25	216	0	10.266	0.333	0
1	1	8	16	2	1	1	-0.25	-0.25	186	0	10.451	0.303	0
1	1	8	17	2	-1	1	-0.25	0.25	200	0	10.445	0.145	0
1	1	8	18	2	-1	1	-0.25	0.25	165	0	10.854	0.592	0
1	1	8	19	1	1	1	-0.25	-0.25	198	0	10.018	0.115	0
1	1	8	20	2	-1	1	-0.25	0.25	189	0	10.492	0.056	0
1	1	8	21	1	-1	1	-0.25	0.25	239	0	9.384	0.421	0
1	1	8	22	1	1	1	-0.25	-0.25	183	0	8.844	0.772	0
1	1	8	23	1	-1	1	-0.25	0.25	360	0	8.948	1.118	0
1	1	8	24	2	1	1	-0.25	-0.25	170	0	10.157	0.153	0
1	1	8	25	2	1	1	-0.25	-0.25	178	0	9.603	0.179	0
1	1	8	26	1	-1	1	-0.25	0.25	133	0	10.668	0.366	0
1	1	8	27	1	1	1	-0.25	-0.25	242	0	9.821	0.271	0
1	1	8	28	2	-1	1	-0.25	0.25	252	0	9.785	0.304	0
1	1	8	29	1	1	1	-0.25	-0.25	184	0	10.528	0.638	0
1	1	8	30	1	-1	1	-0.25	0.25	239	0	9.939	0.104	0
1	1	8	31	2	1	1	-0.25	-0.25	190	0	10.711	0.657	0
1	1	8	32	2	1	1	-0.25	-0.25	190	0	10.118	0.241	0
1	1	9	1	1	1	1	0.25	0.25	171	0	11.294	1.074	0
1	1	9	2	2	-1	1	0.25	-0.25	218	0	9.929	0.056	0
1	1	9	3	2	1	1	0.25	0.25	202	0	10.546	0.614	0
1	1	9	4	1	-1	1	0.25	-0.25	126	1	9.141	0.538	0
1	1	9	5	2	-1	1	0.25	-0.25	137	0	10.355	0.165	0
1	1	9	6	2	-1	1	0.25	-0.25	169	0	10.068	0.036	0
1	1	9	7	1	-1	1	0.25	-0.25	202	0	9.151	0.475	0
1	1	9	8	1	1	1	0.25	0.25	177	0	9.29	0.375	0
1	1	9	9	2	-1	1	0.25	-0.25	153	0	11.354	0.894	0
1	1	9	10	1	1	1	0.25	0.25	181	0	11.116	0.921	0
1	1	9	11	2	-1	1	0.25	-0.25	141	0	10.211	0.061	0
1	1	9	12	1	-1	1	0.25	-0.25	151	0	10.322	0.279	0
1	1	9	13	2	1	1	0.25	0.25	166	0	10.142	0.211	0
1	1	9	14	1	-1	1	0.25	-0.25	136	0	9.767	0.017	0
1	1	9	15	2	1	1	0.25	0.25	165	0	10.283	0.069	0
1	1	9	16	1	-1	1	0.25	-0.25	145	0	10.947	0.567	0
1	1	9	17	2	1	1	0.25	0.25	177	0	9.318	0.617	0
1	1	9	18	1	1	1	0.25	0.25	113	1	10.513	0.143	0
1	1	9	19	1	1	1	0.25	0.25	158	0	10.86	0.839	0
1	1	9	20	2	-1	1	0.25	-0.25	152	0	10.807	0.39	0
1	1	9	21	2	1	1	0.25	0.25	142	0	9.45	0.364	0
1	1	9	22	1	-1	1	0.25	-0.25	155	0	9.947	0.521	0
1	1	9	24	1	-1	1	0.25	-0.25	156	0	11.044	1.03	0
1	1	9	25	1	1	1	0.25	0.25	148	0	10.253	0.284	0
1	1	9	26	2	-1	1	0.25	-0.25	161	0	10.21	0.268	0
1	1	9	27	1	1	1	0.25	0.25	142	0	10.542	0.763	0
1	1	9	28	2	1	1	0.25	0.25	158	0	10.571	0.164	0
1	1	9	29	2	-1	1	0.25	-0.25	171	0	10.451	0.447	0
1	1	9	30	2	1	1	0.25	0.25	161	0	10.276	0.126	0
1	1	9	31	1	-1	1	0.25	-0.25	149	0	11.016	0.986	0
1	1	9	32	1	1	1	0.25	0.25	155	0	10.863	0.703	0
1	1	10	1	1	1	1	-0.25	-0.25	187	0	9.938	0.151	0
1	1	10	2	2	-1	1	-0.25	0.25	160	0	10.497	0.251	0
1	1	10	3	1	1	1	-0.25	-0.25	144	0	10.151	0.268	0
1	1	10	4	2	1	1	-0.25	-0.25	146	0	11.045	0.507	0
1	1	10	5	2	-1	1	-0.25	0.25	160	0	9.63	0.293	0
1	1	10	6	1	-1	1	-0.25	0.25	115	1	10.452	0.573	0
1	1	10	7	1	-1	1	-0.25	0.25	175	0	8.911	0.622	0
1	1	10	8	2	1	1	-0.25	-0.25	176	0	10.219	0.401	0
1	1	10	9	1	-1	1	-0.25	0.25	147	0	10.479	0.464	0
1	1	10	10	2	-1	1	-0.25	0.25	112	1	9.065	1.556	0
1	1	10	11	1	1	1	-0.25	-0.25	144	0	10.002	0.167	0
1	1	10	12	2	-1	1	-0.25	0.25	160	0	10.214	0.009	0
1	1	10	13	2	1	1	-0.25	-0.25	183	0	11.617	0.88	0
1	1	10	14	2	1	1	-0.25	-0.25	163	0	10.529	0.08	0
1	1	10	15	2	1	1	-0.25	-0.25	224	0	10.163	0.418	0
1	1	10	16	1	-1	1	-0.25	0.25	105	1	8.512	1.216	0
1	1	10	17	2	-1	1	-0.25	0.25	160	0	10.856	0.597	0
1	1	10	18	1	1	1	-0.25	-0.25	194	0	9.919	0.277	0
1	1	10	19	2	1	1	-0.25	-0.25	111	1	8.855	0.568	0
1	1	10	21	1	1	1	-0.25	-0.25	195	0	11.061	1.452	0
1	1	10	22	2	1	1	-0.25	-0.25	123	1	10.841	0.578	0
1	1	10	23	2	-1	1	-0.25	0.25	157	0	10.151	0.162	0
1	1	10	24	1	-1	1	-0.25	0.25	148	0	10.834	0.66	0
1	1	10	25	2	1	1	-0.25	-0.25	141	0	10.065	0.143	0
1	1	10	26	1	-1	1	-0.25	0.25	171	0	10.47	0.51	0
1	1	10	27	1	-1	1	-0.25	0.25	192	0	5.43	3.26	0
1	1	10	28	1	1	1	-0.25	-0.25	161	0	9.335	0.546	0
1	1	10	29	2	-1	1	-0.25	0.25	178	0	9.154	1.172	0
1	1	10	30	2	-1	1	-0.25	0.25	202	0	10.296	0.151	0
1	1	10	31	1	1	1	-0.25	-0.25	181	0	10.854	1.044	0
1	1	10	32	1	1	1	-0.25	-0.25	176	0	9.63	0.149	0
1	1	11	1	2	1	1	-0.25	-0.25	298	0	10.505	0.782	0
1	1	11	2	2	1	1	-0.25	-0.25	180	0	10.399	0.281	0
1	1	11	3	1	-1	1	-0.25	0.25	120	1	10.334	0.328	0
1	1	11	4	1	1	1	-0.25	-0.25	182	0	9.938	0.102	0
1	1	11	5	1	-1	1	-0.25	0.25	136	0	9.736	0.266	0
1	1	11	6	1	1	1	-0.25	-0.25	138	0	9.394	0.462	0
1	1	11	7	1	-1	1	-0.25	0.25	129	1	10.484	0.603	0
1	1	11	8	2	-1	1	-0.25	0.25	200	0	10.815	0.75	0
1	1	11	9	2	-1	1	-0.25	0.25	229	0	9.806	0.432	0
1	1	11	10	2	1	1	-0.25	-0.25	206	0	10.031	0.042	0
1	1	11	11	2	-1	1	-0.25	0.25	187	0	11.255	1.082	0
1	1	11	12	1	1	1	-0.25	-0.25	110	1	8.647	18.882	1
1	1	11	13	2	1	1	-0.25	-0.25	137	0	9.882	0.048	0
1	1	11	14	2	-1	1	-0.25	0.25	144	0	9.485	0.432	0
1	1	11	15	1	1	1	-0.25	-0.25	164	0	11.181	1.131	0
1	1	11	16	2	1	1	-0.25	-0.25	167	0	10.085	0.377	0
1	1	11	17	1	-1	1	-0.25	0.25	160	0	10.021	0.543	0
1	1	11	18	1	1	1	-0.25	-0.25	154	0	10.902	0.918	0
1	1	11	19	2	-1	1	-0.25	0.25	170	0	11.063	0.907	0
1	1	11	20	2	-1	1	-0.25	0.25	142	0	10.477	0.472	0
1	1	11	21	2	-1	1	-0.25	0.25	150	0	10.567	0.505	0
1	1	11	22	1	1	1	-0.25	-0.25	138	0	11.069	0.91	0
1	1	11	23	1	1	1	-0.25	-0.25	109	1	8.44	1.483	0
1	1	11	24	1	-1	1	-0.25	0.25	198	0	8.98	0.62	0
1	1	11	26	1	1	1	-0.25	-0.25	156	0	10.182	0.537	0
1	1	11	27	2	-1	1	-0.25	0.25	152	0	10.159	0.055	0
1	1	11	28	1	-1	1	-0.25	0.25	142	0	11.232	1.185	0
1	1	11	29	2	1	1	-0.25	-0.25	132	0	10.089	0.442	0
1	1	11	30	2	1	1	-0.25	-0.25	145	0	10.206	0.537	0
1	1	11	31	2	1	1	-0.25	-0.25	184	0	9.268	0.805	0
1	1	11	32	1	-1	1	-0.25	0.25	102	1	9.38	0.688	0
1	1	12	1	1	0	0	0	0.25	153	0	11.324	1.155	0
1	1	12	2	2	0	0	0	0.25	124	1	9.05	0.669	0
1	1	12	3	2	0	0	0	-0.25	129	1	10.291	0.458	0
1	1	12	4	1	0	0	0	-0.25	127	1	10.644	0.075	0
1	1	12	5	2	0	0	0	0.25	154	0	9.615	0.135	0
1	1	12	6	2	0	0	0	-0.25	125	1	9.378	0.622	0
1	1	12	7	2	0	0	0	-0.25	136	0	10.142	0.211	0
1	1	12	8	1	0	0	0	0.25	127	1	9.501	0.437	0
1	1	12	9	1	0	0	0	0.25	137	0	9.044	0.339	0
1	1	12	10	2	0	0	0	-0.25	143	0	11.646	1.109	0
1	1	12	11	1	0	0	0	0.25	123	1	8.79	1.216	0
1	1	12	12	1	0	0	0	-0.25	145	0	10.024	0.382	0
1	1	12	13	1	0	0	0	-0.25	152	0	9.198	0.554	0
1	1	12	14	1	0	0	0	0.25	141	0	10.271	0.055	0
1	1	12	15	1	0	0	0	-0.25	141	0	9.653	0.097	0
1	1	12	16	2	0	0	0	0.25	193	0	11.008	0.921	0
1	1	12	17	1	0	0	0	-0.25	141	0	9.215	0.478	0
1	1	12	18	2	0	0	0	-0.25	158	0	11.263	1.221	0
1	1	12	19	2	0	0	0	-0.25	142	0	10.572	0.698	0
1	1	12	20	2	0	0	0	0.25	164	0	10.597	0.839	0
1	1	12	21	1	0	0	0	0.25	147	0	10.532	0.227	0
1	1	12	22	1	0	0	0	-0.25	160	0	9.61	0.353	0
1	1	12	23	2	0	0	0	0.25	130	1	11.013	1.035	0
1	1	12	24	2	0	0	0	-0.25	159	0	10.722	0.78	0
1	1	12	25	1	0	0	0	-0.25	107	1	10.139	0.004	0
1	1	12	26	1	0	0	0	0.25	136	0	11.631	1.7	0
1	1	12	27	2	0	0	0	0.25	121	1	9.172	0.492	0
1	1	12	28	1	0	0	0	-0.25	150	0	10.136	0.241	0
1	1	12	29	2	0	0	0	0.25	101	1	9.929	0.124	0
1	1	12	30	2	0	0	0	0.25	170	0	10.81	1.136	0
1	1	12	31	2	0	0	0	-0.25	130	1	9.655	0.067	0
1	1	12	32	1	0	0	0	0.25	156	0	10.059	0.124	0
1	1	13	1	1	0	0	0	-0.25	141	0	11.409	1.221	0
1	1	13	2	1	0	0	0	0.25	155	0	11.284	1.152	0
1	1	13	3	1	0	0	0	0.25	132	0	11.098	1.204	0
1	1	13	4	2	0	0	0	-0.25	99	1	9.376	0.767	0
1	1	13	5	1	0	0	0	-0.25	101	1	9.502	0.565	0
