"vp"	"session"	"block"	"trial"	"leftright"	"adaptation_condition"	"adyesno"	"oriAdapt"	"tarori"	"saccade_latency"	"express"	"saccade_amplitude"	"sacerror_abs"	"error"
9	2	11	27	2	1	1	-0.25	-0.25	157	0	10.468	0.273	0
9	2	11	28	2	1	1	-0.25	-0.25	154	0	10.661	0.594	0
9	2	11	29	1	-1	1	-0.25	0.25	160	0	10.856	0.777	0
9	2	11	31	1	1	1	-0.25	-0.25	147	0	9.696	0.203	0
9	2	11	32	2	-1	1	-0.25	0.25	138	0	9.537	0.614	0
9	2	11	33	1	-1	1	-0.25	0.25	177	0	11.384	1.237	0
9	2	12	2	1	0	0	0	-0.25	160	0	10.146	0.766	0
9	2	12	3	2	0	0	0	0.25	137	0	10.036	0.407	0
9	2	12	4	1	0	0	0	-0.25	140	0	10.01	0.183	0
9	2	12	5	2	0	0	0	0.25	124	1	10.453	0.431	0
9	2	12	6	2	0	0	0	-0.25	122	1	10.444	0.339	0
9	2	12	7	1	0	0	0	0.25	151	0	10.935	0.929	0
9	2	12	8	1	0	0	0	0.25	140	0	10.042	0.2	0
9	2	12	9	1	0	0	0	0.25	143	0	11.206	1.003	0
9	2	12	10	1	0	0	0	0.25	136	0	10.115	0.189	0
9	2	12	11	2	0	0	0	-0.25	118	1	10.52	0.826	0
9	2	12	12	2	0	0	0	-0.25	114	1	10.235	0.262	0
9	2	12	13	2	0	0	0	0.25	120	1	9.802	0.394	0
9	2	12	14	2	0	0	0	-0.25	124	1	9.648	1.521	0
9	2	12	15	2	0	0	0	0.25	117	1	9.822	0.895	0
9	2	12	17	2	0	0	0	0.25	137	0	9.432	1.02	0
9	2	12	18	2	0	0	0	0.25	130	1	9.773	0.505	0
9	2	12	19	1	0	0	0	0.25	146	0	9.995	0.043	0
9	2	12	20	1	0	0	0	0.25	149	0	9.707	0.394	0
9	2	12	21	1	0	0	0	-0.25	250	0	9.793	0.083	0
9	2	12	22	1	0	0	0	-0.25	145	0	10.433	0.578	0
9	2	12	23	2	0	0	0	-0.25	126	1	10.97	0.608	0
9	2	12	24	1	0	0	0	0.25	169	0	11.778	1.613	0
9	2	12	25	2	0	0	0	-0.25	135	0	10.019	0.11	0
9	2	12	27	1	0	0	0	-0.25	163	0	10.223	0.472	0
9	2	12	29	1	0	0	0	-0.25	121	1	10.193	0.584	0
9	2	12	30	2	0	0	0	-0.25	118	1	11.293	0.992	0
9	2	12	31	2	0	0	0	0.25	130	1	10.206	0.783	0
9	2	12	32	1	0	0	0	0.25	176	0	10.32	0.929	0
9	2	12	33	2	0	0	0	0.25	133	0	9.871	0.53	0
9	2	13	2	2	0	0	0	0.25	133	0	10.396	0.288	0
9	2	13	3	2	0	0	0	-0.25	125	1	9.462	0.886	0
9	2	13	4	2	0	0	0	-0.25	138	0	9.149	0.274	0
9	2	13	5	1	0	0	0	0.25	142	0	11.269	1.044	0
9	2	13	6	1	0	0	0	-0.25	146	0	10.111	0.379	0
9	2	13	7	1	0	0	0	-0.25	136	0	10.565	1.03	0
9	2	13	9	1	0	0	0	-0.25	135	0	9.301	0.1	0
9	2	13	12	1	0	0	0	0.25	138	0	10.81	1.177	0
9	2	13	14	2	0	0	0	0.25	127	1	9.944	0.258	0
9	2	13	15	2	0	0	0	-0.25	154	0	11.363	0.782	0
9	2	13	16	2	0	0	0	0.25	110	1	10.009	0.213	0
9	2	13	17	2	0	0	0	0.25	138	0	10.253	0.113	0
9	2	13	18	2	0	0	0	-0.25	269	0	9.21	1.216	0
9	2	13	19	1	0	0	0	0.25	137	0	10.025	0.344	0
9	2	13	20	2	0	0	0	-0.25	146	0	10.49	0.238	0
9	2	13	21	1	0	0	0	0.25	125	1	10.743	0.883	0
9	2	13	22	2	0	0	0	0.25	144	0	9.786	0.211	0
9	2	13	24	1	0	0	0	-0.25	189	0	8.18	0.304	0
9	2	13	25	2	0	0	0	-0.25	111	1	8.85	1.199	0
9	2	13	26	1	0	0	0	0.25	164	0	10.871	0.97	0
9	2	13	27	1	0	0	0	-0.25	142	0	9.456	0.312	0
9	2	13	28	1	0	0	0	-0.25	131	0	9.488	0.356	0
9	2	13	29	1	0	0	0	0.25	169	0	9.386	0.358	0
9	2	13	30	1	0	0	0	-0.25	87	1	9.748	0.113	0
9	2	13	31	1	0	0	0	0.25	160	0	10.09	0.412	0
9	2	13	32	1	0	0	0	-0.25	216	0	9.327	0.202	0
9	2	13	33	1	0	0	0	0.25	138	0	11.168	1.196	0
9	2	13	34	2	0	0	0	0.25	130	1	9.832	0.323	0
9	2	14	1	2	0	0	0	0.25	147	0	8.663	1.61	0
9	2	14	2	2	0	0	0	-0.25	139	0	9.705	0.851	0
9	2	14	3	1	0	0	0	-0.25	186	0	9.713	0.276	0
9	2	14	4	1	0	0	0	0.25	136	0	10.027	0.23	0
9	2	14	6	2	0	0	0	0.25	140	0	10.161	0.145	0
9	2	14	7	2	0	0	0	0.25	106	1	9.912	0.179	0
9	2	14	8	2	0	0	0	-0.25	141	0	9.885	0.375	0
9	2	14	9	1	0	0	0	0.25	158	0	10.626	0.665	0
9	2	14	10	1	0	0	0	-0.25	144	0	10.661	0.627	0
9	2	14	11	2	0	0	0	0.25	123	1	10.34	0.243	0
9	2	14	15	1	0	0	0	-0.25	143	0	9.677	0.428	0
9	2	14	17	2	0	0	0	0.25	119	1	10.08	0.347	0
9	2	14	18	2	0	0	0	0.25	212	0	9.648	0.004	0
9	2	14	21	1	0	0	0	0.25	129	1	9.91	0.462	0
9	2	14	22	2	0	0	0	0.25	134	0	10.059	0.178	0
9	2	14	23	2	0	0	0	-0.25	124	1	10.207	0.015	0
9	2	14	25	1	0	0	0	0.25	212	0	9.597	0.532	0
9	2	14	26	1	0	0	0	0.25	243	0	9.188	0.903	0
9	2	14	27	2	0	0	0	-0.25	136	0	9.737	0.304	0
9	2	14	28	2	0	0	0	-0.25	148	0	10.541	0.273	0
9	2	14	29	1	0	0	0	-0.25	181	0	9.445	0.443	0
9	2	14	30	1	0	0	0	0.25	171	0	9.938	0.23	0
9	2	14	31	1	0	0	0	-0.25	171	0	9.644	0.228	0
9	2	14	32	1	0	0	0	0.25	166	0	12.302	1.825	0
9	2	14	34	1	0	0	0	-0.25	139	0	9.089	0.905	0
10	1	1	1	1	0	0	0	0.25	213	0	9.885	0.236	0
10	1	1	2	1	0	0	0	0.25	137	0	9.622	0.478	0
10	1	1	3	1	0	0	0	-0.25	173	0	9.22	0.731	0
10	1	1	4	2	0	0	0	-0.25	127	1	8.314	1.934	0
10	1	1	5	2	0	0	0	0.25	99	1	8.531	1.719	0
10	1	1	6	2	0	0	0	-0.25	109	1	8.83	1.303	0
10	1	1	8	2	0	0	0	0.25	142	0	10.049	0.244	0
10	1	1	9	2	0	0	0	-0.25	59	1	9.672	0.96	0
10	1	1	11	1	0	0	0	0.25	177	0	9.277	0.265	0
10	1	1	12	2	0	0	0	-0.25	121	1	9.86	1.191	0
10	1	1	14	1	0	0	0	0.25	164	0	10.187	0.355	0
10	1	1	15	2	0	0	0	0.25	162	0	10.497	0.004	0
10	1	1	16	1	0	0	0	0.25	147	0	10.149	0.575	0
10	1	1	17	1	0	0	0	-0.25	187	0	9.577	0.04	0
10	1	1	18	1	0	0	0	-0.25	136	0	10.043	0.371	0
10	1	1	19	1	0	0	0	-0.25	135	0	10.032	0.494	0
10	1	1	20	1	0	0	0	-0.25	67	1	8.766	0.802	0
10	1	1	21	2	0	0	0	-0.25	195	0	9.113	1.257	0
10	1	1	22	2	0	0	0	0.25	177	0	9.89	0.282	0
10	1	1	23	2	0	0	0	0.25	149	0	10.019	0.293	0
10	1	1	25	1	0	0	0	0.25	146	0	10.002	0.284	0
10	1	1	26	1	0	0	0	-0.25	136	0	9.819	0.017	0
10	1	1	28	1	0	0	0	-0.25	154	0	9.918	0.736	0
10	1	1	29	2	0	0	0	-0.25	169	0	10.022	1.385	0
10	1	1	30	1	0	0	0	-0.25	130	1	9.528	0.309	0
10	1	1	31	2	0	0	0	0.25	108	1	7.712	2.65	0
10	1	1	32	2	0	0	0	0.25	161	0	9.618	1.586	0
10	1	2	1	1	0	0	0	-0.25	134	0	9.828	0.137	0
10	1	2	2	1	0	0	0	0.25	100	1	8.599	0.69	0
10	1	2	3	2	0	0	0	0.25	155	0	10.527	0.173	0
10	1	2	4	2	0	0	0	0.25	105	1	9.281	1.003	0
10	1	2	5	1	0	0	0	-0.25	148	0	10.503	1.259	0
10	1	2	6	1	0	0	0	0.25	170	0	10.572	0.981	0
10	1	2	7	1	0	0	0	-0.25	131	0	9.732	0.663	0
10	1	2	8	1	0	0	0	-0.25	167	0	9.465	1.112	0
10	1	2	9	1	0	0	0	-0.25	100	1	8.248	0.252	0
10	1	2	10	1	0	0	0	0.25	97	1	8.431	0.821	0
10	1	2	11	2	0	0	0	-0.25	138	0	10.016	1.24	0
10	1	2	12	1	0	0	0	0.25	104	1	8.884	0.047	0
10	1	2	13	2	0	0	0	-0.25	140	0	10.191	0.454	0
10	1	2	14	1	0	0	0	-0.25	151	0	10.519	1.193	0
10	1	2	15	1	0	0	0	-0.25	144	0	9.543	0.336	0
10	1	2	16	2	0	0	0	0.25	114	1	9.391	1.316	0
10	1	2	17	2	0	0	0	0.25	156	0	10.756	0.146	0
10	1	2	18	2	0	0	0	0.25	140	0	10.595	0.288	0
10	1	2	19	2	0	0	0	-0.25	113	1	9.962	1.213	0
10	1	2	20	1	0	0	0	0.25	157	0	10.276	0.747	0
10	1	2	21	2	0	0	0	-0.25	166	0	10.002	0.418	0
10	1	2	25	1	0	0	0	0.25	141	0	9.346	0.165	0
10	1	2	26	2	0	0	0	-0.25	124	1	10.6	0.102	0
10	1	2	27	1	0	0	0	0.25	123	1	9.702	0.698	0
10	1	2	28	2	0	0	0	0.25	112	1	9.824	1.834	0
10	1	2	30	1	0	0	0	-0.25	162	0	10.135	0.731	0
10	1	2	31	2	0	0	0	-0.25	94	1	9.495	1.243	0
10	1	3	1	1	0	0	0	0.25	176	0	10.853	0.472	0
10	1	3	2	2	0	0	0	-0.25	100	1	8.518	1.711	0
10	1	3	3	2	0	0	0	-0.25	109	1	8.875	1.031	0
10	1	3	4	2	0	0	0	0.25	128	1	10.592	0.976	0
10	1	3	5	1	0	0	0	-0.25	130	1	9.387	0.862	0
10	1	3	7	2	0	0	0	0.25	114	1	9.022	1.142	0
10	1	3	8	1	0	0	0	-0.25	114	1	8.655	1.248	0
10	1	3	9	1	0	0	0	0.25	133	0	10.024	0.388	0
10	1	3	10	1	0	0	0	0.25	107	1	9.177	0.102	0
10	1	3	11	2	0	0	0	0.25	207	0	10.114	0.908	0
10	1	3	13	1	0	0	0	0.25	145	0	9.95	0.415	0
10	1	3	14	1	0	0	0	-0.25	146	0	9.71	0.363	0
10	1	3	15	2	0	0	0	0.25	148	0	10.524	0.077	0
10	1	3	16	2	0	0	0	-0.25	158	0	9.751	0.606	0
10	1	3	17	2	0	0	0	0.25	110	1	10.141	0.086	0
10	1	3	18	2	0	0	0	-0.25	167	0	10.225	0.023	0
10	1	3	19	2	0	0	0	-0.25	138	0	10.236	0.075	0
10	1	3	20	2	0	0	0	-0.25	154	0	9.971	0.723	0
10	1	3	22	1	0	0	0	0.25	141	0	10.551	0.72	0
10	1	3	23	2	0	0	0	0.25	118	1	9.013	1.474	0
10	1	3	24	2	0	0	0	-0.25	160	0	10.303	0.16	0
10	1	3	25	1	0	0	0	-0.25	148	0	10.508	1.065	0
10	1	3	26	2	0	0	0	0.25	138	0	10.914	0.374	0
10	1	3	27	1	0	0	0	-0.25	147	0	9.669	0.603	0
10	1	3	28	1	0	0	0	0.25	148	0	10.031	0.322	0
10	1	3	30	2	0	0	0	-0.25	119	1	9.107	0.903	0
10	1	3	31	2	0	0	0	0.25	118	1	8.74	1.608	0
10	1	3	32	1	0	0	0	-0.25	159	0	10.57	1.139	0
10	1	4	2	2	1	1	-0.25	-0.25	140	0	9.44	0.886	0
10	1	4	3	2	1	1	-0.25	-0.25	118	1	10.093	0.851	0
10	1	4	4	1	-1	1	-0.25	0.25	134	0	7.809	17.181	1
10	1	4	5	2	1	1	-0.25	-0.25	146	0	10.102	1.11	0
10	1	4	6	1	-1	1	-0.25	0.25	68	1	10.087	1.419	0
10	1	4	7	1	1	1	-0.25	-0.25	157	0	9.452	0.115	0
10	1	4	8	2	1	1	-0.25	-0.25	153	0	10.175	0.685	0
10	1	4	9	2	-1	1	-0.25	0.25	95	1	9.886	1.175	0
10	1	4	10	1	-1	1	-0.25	0.25	63	1	8.511	18.028	1
10	1	4	11	1	1	1	-0.25	-0.25	91	1	8.537	17.761	1
10	1	4	12	2	-1	1	-0.25	0.25	126	1	10.384	0.388	0
10	1	4	13	2	1	1	-0.25	-0.25	112	1	10.072	0.715	0
10	1	4	14	1	-1	1	-0.25	0.25	97	1	9.029	0.268	0
10	1	4	15	2	1	1	-0.25	-0.25	137	0	10.211	0.505	0
10	1	4	16	2	1	1	-0.25	-0.25	137	0	9.715	0.835	0
10	1	4	17	2	-1	1	-0.25	0.25	105	1	9.02	1.836	0
10	1	4	18	2	-1	1	-0.25	0.25	93	1	10.359	0.826	0
10	1	4	19	2	-1	1	-0.25	0.25	109	1	10.053	0.467	0
10	1	4	20	2	-1	1	-0.25	0.25	113	1	9.953	0.875	0
10	1	4	21	1	1	1	-0.25	-0.25	150	0	9.596	0.88	0
10	1	4	23	1	1	1	-0.25	-0.25	107	1	9.83	0.706	0
10	1	4	24	1	1	1	-0.25	-0.25	121	1	10.611	1.817	0
10	1	4	27	1	-1	1	-0.25	0.25	157	0	9.792	0.418	0
10	1	4	28	1	1	1	-0.25	-0.25	79	1	6.893	16.054	1
10	1	4	29	1	-1	1	-0.25	0.25	116	1	9.084	0.456	0
10	1	4	31	1	1	1	-0.25	-0.25	71	1	9.824	0.322	0
10	1	4	33	2	-1	1	-0.25	0.25	125	1	9.811	1.624	0
10	1	5	1	2	-1	1	-0.25	0.25	250	0	9.874	0.886	0
10	1	5	2	1	1	1	-0.25	-0.25	162	0	10.057	0.747	0
10	1	5	3	2	-1	1	-0.25	0.25	112	1	9.474	1.409	0
10	1	5	4	1	-1	1	-0.25	0.25	99	1	9.634	0.393	0
10	1	5	5	2	1	1	-0.25	-0.25	133	0	9.675	1.025	0
10	1	5	6	1	1	1	-0.25	-0.25	73	1	8.856	17.306	1
10	1	5	7	1	1	1	-0.25	-0.25	140	0	9.999	0.875	0
10	1	5	8	1	-1	1	-0.25	0.25	53	1	9.622	0.581	0
10	1	5	9	2	1	1	-0.25	-0.25	70	1	9.98	20.815	1
10	1	5	10	2	1	1	-0.25	-0.25	108	1	9.839	0.933	0
10	1	5	11	1	1	1	-0.25	-0.25	158	0	9.502	0.121	0
10	1	5	12	2	-1	1	-0.25	0.25	113	1	8.992	1.749	0
10	1	5	13	2	-1	1	-0.25	0.25	84	1	9.312	1.804	0
10	1	5	14	1	-1	1	-0.25	0.25	140	0	10.174	0.796	0
10	1	5	16	1	-1	1	-0.25	0.25	109	1	9.715	0.358	0
10	1	5	17	1	-1	1	-0.25	0.25	109	1	9.917	0.556	0
10	1	5	18	1	-1	1	-0.25	0.25	63	1	9.642	19.408	1
10	1	5	19	2	-1	1	-0.25	0.25	88	1	9.245	1.365	0
10	1	5	20	1	1	1	-0.25	-0.25	85	1	9.572	0.153	0
10	1	5	21	1	-1	1	-0.25	0.25	78	1	8.977	0.301	0
10	1	5	22	2	1	1	-0.25	-0.25	64	1	9.497	0.946	0
10	1	5	23	1	-1	1	-0.25	0.25	111	1	10.562	1.406	0
10	1	5	24	2	-1	1	-0.25	0.25	104	1	10.401	0.13	0
10	1	5	25	2	1	1	-0.25	-0.25	135	0	9.92	0.584	0
10	1	5	28	2	1	1	-0.25	-0.25	135	0	10.109	0.617	0
10	1	5	29	2	-1	1	-0.25	0.25	115	1	10.17	0.982	0
10	1	5	32	1	1	1	-0.25	-0.25	91	1	7.176	1.891	0
10	1	6	1	2	1	1	-0.25	-0.25	202	0	10.059	0.554	0
10	1	6	2	1	1	1	-0.25	-0.25	203	0	11.428	2.097	0
10	1	6	3	1	1	1	-0.25	-0.25	76	1	9.79	1.063	0
10	1	6	4	2	1	1	-0.25	-0.25	106	1	9.476	1.257	0
10	1	6	5	2	1	1	-0.25	-0.25	112	1	10.265	0.788	0
10	1	6	6	1	1	1	-0.25	-0.25	112	1	10.199	1.003	0
10	1	6	7	2	-1	1	-0.25	0.25	61	1	9.577	20.573	1
10	1	6	9	2	-1	1	-0.25	0.25	144	0	10.072	1.101	0
10	1	6	10	1	1	1	-0.25	-0.25	90	1	10.4	1.389	0
10	1	6	11	1	-1	1	-0.25	0.25	71	1	8.501	17.434	1
10	1	6	12	2	-1	1	-0.25	0.25	144	0	9.8	1.036	0
10	1	6	13	1	-1	1	-0.25	0.25	124	1	9.527	0.091	0
10	1	6	14	1	1	1	-0.25	-0.25	107	1	7.835	2.068	0
10	1	6	15	1	-1	1	-0.25	0.25	111	1	8.776	0.541	0
10	1	6	17	1	-1	1	-0.25	0.25	106	1	9.693	0.853	0
10	1	6	18	1	-1	1	-0.25	0.25	107	1	9.653	0.273	0
10	1	6	20	1	1	1	-0.25	-0.25	109	1	9.52	0.668	0
10	1	6	21	2	-1	1	-0.25	0.25	160	0	10.932	0.252	0
10	1	6	22	1	-1	1	-0.25	0.25	109	1	8.564	0.565	0
10	1	6	23	1	1	1	-0.25	-0.25	140	0	9.986	1.327	0
10	1	6	24	2	-1	1	-0.25	0.25	135	0	7.532	18.485	1
10	1	6	25	2	1	1	-0.25	-0.25	112	1	10.374	0.489	0
10	1	6	26	1	-1	1	-0.25	0.25	177	0	9.998	1.346	0
10	1	6	27	1	1	1	-0.25	-0.25	131	0	9.564	0.72	0
10	1	6	28	2	1	1	-0.25	-0.25	121	1	9.506	1.118	0
10	1	6	29	2	-1	1	-0.25	0.25	143	0	10.788	1.014	0
10	1	6	30	2	-1	1	-0.25	0.25	123	1	9.536	1.42	0
10	1	6	31	1	-1	1	-0.25	0.25	147	0	9.111	0.159	0
10	1	6	32	2	1	1	-0.25	-0.25	86	1	9.278	1.589	0
10	1	6	33	2	1	1	-0.25	-0.25	133	0	9.301	1.376	0
10	1	7	1	2	1	1	0.25	0.25	152	0	10.225	0.758	0
10	1	7	2	1	-1	1	0.25	-0.25	163	0	10.668	1.558	0
10	1	7	3	2	-1	1	0.25	-0.25	134	0	8.99	1.812	0
10	1	7	4	1	1	1	0.25	0.25	73	1	8.286	17.445	1
10	1	7	5	2	-1	1	0.25	-0.25	107	1	9.537	1.444	0
10	1	7	6	1	1	1	0.25	0.25	150	0	10.129	1.033	0
10	1	7	7	1	1	1	0.25	0.25	96	1	9.699	0.619	0
10	1	7	8	1	-1	1	0.25	-0.25	64	1	10.053	0.804	0
10	1	7	10	2	1	1	0.25	0.25	100	1	9.155	1.782	0
10	1	7	11	2	1	1	0.25	0.25	146	0	10.113	0.914	0
10	1	7	12	1	1	1	0.25	0.25	135	0	9.887	0.766	0
10	1	7	13	2	-1	1	0.25	-0.25	118	1	9.31	1.423	0
10	1	7	14	2	-1	1	0.25	-0.25	121	1	9.566	1.254	0
10	1	7	15	2	-1	1	0.25	-0.25	76	1	9.043	2.005	0
10	1	7	16	2	1	1	0.25	0.25	119	1	9.023	1.82	0
10	1	7	17	1	-1	1	0.25	-0.25	73	1	6.415	15.393	1
10	1	7	19	2	-1	1	0.25	-0.25	137	0	10.049	1.246	0
10	1	7	21	1	-1	1	0.25	-0.25	181	0	9.723	0.793	0
10	1	7	22	1	-1	1	0.25	-0.25	58	1	9.184	0.094	0
10	1	7	23	1	1	1	0.25	0.25	136	0	9.601	0.078	0
10	1	7	24	1	-1	1	0.25	-0.25	158	0	10.501	1.057	0
10	1	7	25	2	1	1	0.25	0.25	149	0	9.707	1.295	0
10	1	7	26	1	1	1	0.25	0.25	92	1	9.01	0.053	0
10	1	7	27	2	1	1	0.25	0.25	92	1	8.518	1.983	0
10	1	7	28	1	1	1	0.25	0.25	97	1	9.01	0.078	0
10	1	7	30	2	-1	1	0.25	-0.25	135	0	9.09	2.084	0
10	1	7	31	2	1	1	0.25	0.25	121	1	9.675	1.51	0
10	1	7	32	2	-1	1	0.25	-0.25	97	1	8.501	2.569	0
10	1	7	33	1	-1	1	0.25	-0.25	136	0	9.663	0.956	0
10	1	7	34	1	-1	1	0.25	-0.25	158	0	9.384	0.164	0
10	1	8	1	1	1	1	0.25	0.25	210	0	10.362	1.166	0
10	1	8	2	1	-1	1	0.25	-0.25	125	1	9.958	0.072	0
10	1	8	3	2	1	1	0.25	0.25	158	0	9.623	0.957	0
10	1	8	4	1	1	1	0.25	0.25	144	0	10.951	1.329	0
10	1	8	5	2	1	1	0.25	0.25	96	1	8.752	1.57	0
10	1	8	6	1	1	1	0.25	0.25	152	0	10.453	0.717	0
10	1	8	7	2	1	1	0.25	0.25	53	1	8.253	2.37	0
10	1	8	8	2	-1	1	0.25	-0.25	136	0	9.982	0.679	0
10	1	8	9	1	-1	1	0.25	-0.25	140	0	9.138	0.092	0
10	1	8	10	1	1	1	0.25	0.25	150	0	9.879	0.614	0
10	1	8	11	1	1	1	0.25	0.25	141	0	9.471	0.434	0
10	1	8	12	2	-1	1	0.25	-0.25	140	0	10.075	0.505	0
10	1	8	13	2	1	1	0.25	0.25	110	1	9.393	1.047	0
10	1	8	14	1	-1	1	0.25	-0.25	117	1	9.814	0.567	0
10	1	8	15	1	1	1	0.25	0.25	165	0	10.579	1.31	0
10	1	8	17	2	-1	1	0.25	-0.25	135	0	9.514	1.439	0
10	1	8	18	1	-1	1	0.25	-0.25	146	0	10.298	0.864	0
10	1	8	19	2	1	1	0.25	0.25	118	1	9.909	1.153	0
10	1	8	20	1	1	1	0.25	0.25	111	1	9.278	0.066	0
10	1	8	21	2	1	1	0.25	0.25	104	1	8.939	1.812	0
10	1	8	22	2	-1	1	0.25	-0.25	114	1	8.889	1.687	0
10	1	8	24	1	-1	1	0.25	-0.25	91	1	8.903	0.345	0
10	1	8	25	2	-1	1	0.25	-0.25	124	1	9.047	1.273	0
10	1	8	26	1	1	1	0.25	0.25	148	0	9.612	0.167	0
10	1	8	27	2	-1	1	0.25	-0.25	169	0	10.187	0.396	0
10	1	8	28	1	-1	1	0.25	-0.25	146	0	11.044	1.893	0
10	1	8	30	2	-1	1	0.25	-0.25	125	1	10.314	0.402	0
10	1	8	31	1	-1	1	0.25	-0.25	137	0	9.103	0.464	0
10	1	8	32	2	1	1	0.25	0.25	142	0	9.969	0.927	0
10	1	9	1	2	1	1	0.25	0.25	139	0	10.567	0.584	0
10	1	9	2	1	1	1	0.25	0.25	97	1	8.917	0.217	0
10	1	9	3	1	-1	1	0.25	-0.25	72	1	8.78	0.424	0
10	1	9	4	1	1	1	0.25	0.25	150	0	8.971	0.557	0
10	1	9	5	1	-1	1	0.25	-0.25	135	0	10.048	0.251	0
10	1	9	7	2	-1	1	0.25	-0.25	107	1	8.093	2.555	0
10	1	9	8	2	-1	1	0.25	-0.25	140	0	9.954	0.611	0
10	1	9	9	2	1	1	0.25	0.25	93	1	9.263	1.368	0
10	1	9	10	1	-1	1	0.25	-0.25	130	1	10.813	1.201	0
10	1	9	11	1	1	1	0.25	0.25	138	0	10.117	0.782	0
10	1	9	12	1	-1	1	0.25	-0.25	50	1	8.744	17.641	1
10	1	9	13	2	1	1	0.25	0.25	153	0	10.001	1.107	0
10	1	9	14	2	-1	1	0.25	-0.25	106	1	8.161	2.269	0
10	1	9	15	2	1	1	0.25	0.25	97	1	10.231	0.941	0
10	1	9	16	2	-1	1	0.25	-0.25	136	0	9.212	1.959	0
10	1	9	17	1	-1	1	0.25	-0.25	100	1	9.519	0.129	0
10	1	9	18	1	-1	1	0.25	-0.25	106	1	9.4	0.657	0
10	1	9	19	2	-1	1	0.25	-0.25	115	1	9.634	0.96	0
10	1	9	20	2	-1	1	0.25	-0.25	108	1	8.066	1.673	0
10	1	9	21	1	-1	1	0.25	-0.25	63	1	9.261	0.173	0
10	1	9	22	1	1	1	0.25	0.25	130	1	9.629	0.02	0
10	1	9	23	2	1	1	0.25	0.25	108	1	9.141	1.281	0
10	1	9	24	1	1	1	0.25	0.25	129	1	9.795	0.369	0
10	1	9	25	2	-1	1	0.25	-0.25	143	0	10.105	0.617	0
10	1	9	26	1	1	1	0.25	0.25	165	0	10.435	1.063	0
10	1	9	28	2	-1	1	0.25	-0.25	133	0	9.998	0.633	0
10	1	9	29	1	-1	1	0.25	-0.25	135	0	9.781	0.192	0
10	1	9	30	2	1	1	0.25	0.25	98	1	9.553	0.927	0
10	1	9	31	2	1	1	0.25	0.25	104	1	9.095	1.627	0
10	1	9	32	1	1	1	0.25	0.25	148	0	10.302	0.714	0
10	1	10	1	1	1	1	0.25	0.25	210	0	10.093	0.848	0
10	1	10	2	2	1	1	0.25	0.25	149	0	9.41	0.944	0
10	1	10	3	1	1	1	0.25	0.25	127	1	9.678	0.472	0
10	1	10	4	2	-1	1	0.25	-0.25	144	0	9.499	0.807	0
10	1	10	5	1	1	1	0.25	0.25	108	1	9.163	0.184	0
10	1	10	6	2	-1	1	0.25	-0.25	99	1	9.641	0.753	0
10	1	10	7	2	-1	1	0.25	-0.25	70	1	9.221	0.995	0
10	1	10	8	1	-1	1	0.25	-0.25	116	1	8.133	1.071	0
10	1	10	9	1	1	1	0.25	0.25	89	1	9.774	0.545	0
10	1	10	12	1	1	1	0.25	0.25	143	0	9.404	0.143	0
10	1	10	13	1	1	1	0.25	0.25	112	1	9.436	0.061	0
10	1	10	14	2	-1	1	0.25	-0.25	125	1	9.572	1.009	0
10	1	10	15	2	-1	1	0.25	-0.25	106	1	8.734	1.496	0
10	1	10	16	1	1	1	0.25	0.25	96	1	8.613	0.546	0
10	1	10	17	2	-1	1	0.25	-0.25	107	1	8.252	2.188	0
10	1	10	18	1	-1	1	0.25	-0.25	69	1	8.784	0.157	0
10	1	10	19	1	-1	1	0.25	-0.25	155	0	10.407	1.504	0
10	1	10	20	2	1	1	0.25	0.25	142	0	9.433	1.646	0
10	1	10	21	1	-1	1	0.25	-0.25	121	1	8.122	0.873	0
10	1	10	22	1	-1	1	0.25	-0.25	130	1	8.752	0.633	0
10	1	10	23	2	1	1	0.25	0.25	130	1	9.1	1.67	0
10	1	10	24	1	-1	1	0.25	-0.25	118	1	9.232	0.785	0
10	1	10	25	2	-1	1	0.25	-0.25	107	1	8.85	2.158	0
10	1	10	26	2	1	1	0.25	0.25	152	0	9.547	1.104	0
10	1	10	27	2	1	1	0.25	0.25	129	1	10.012	0.914	0
10	1	10	28	2	1	1	0.25	0.25	101	1	9.035	1.51	0
10	1	10	29	2	-1	1	0.25	-0.25	73	1	8.76	2.343	0
10	1	10	30	1	-1	1	0.25	-0.25	91	1	8.712	0.055	0
10	1	10	31	2	1	1	0.25	0.25	98	1	9.254	1.785	0
10	1	10	32	1	-1	1	0.25	-0.25	163	0	8.444	0.475	0
10	1	11	1	1	1	1	-0.25	-0.25	174	0	9.364	0.227	0
10	1	11	2	2	-1	1	-0.25	0.25	73	1	9.048	1.521	0
10	1	11	3	1	-1	1	-0.25	0.25	136	0	9.236	0.148	0
10	1	11	5	2	-1	1	-0.25	0.25	78	1	10.295	21.103	1
10	1	11	6	2	-1	1	-0.25	0.25	163	0	8.882	2.109	0
10	1	11	8	2	1	1	-0.25	-0.25	127	1	9.381	1.646	0
10	1	11	10	1	1	1	-0.25	-0.25	146	0	9.135	0.058	0
10	1	11	11	2	-1	1	-0.25	0.25	121	1	10.086	1.172	0
10	1	11	12	2	-1	1	-0.25	0.25	102	1	8.95	1.948	0
10	1	11	13	1	1	1	-0.25	-0.25	101	1	9.356	0.205	0
10	1	11	14	1	1	1	-0.25	-0.25	118	1	9.157	0.271	0
